datetime,low,high,open,close,volumefrom,volumeto
2019-11-16,0.06453,0.06879,0.06539,0.06877,823901.67,56660.48
2019-11-17,0.06545,0.06939,0.06877,0.06613,655981.96,43378.64
2019-11-18,0.06131,0.06448,0.06613,0.06443,1890887.22,121830.14
2019-11-19,0.06051,0.0682,0.06443,0.06539,1525324.46,99735.99
2019-11-20,0.06425,0.07272,0.06539,0.07038,2461665.77,173248.52
2019-11-21,0.05828,0.06525,0.07038,0.06213,2570001.27,159686.75
2019-11-22,0.05555,0.05875,0.06213,0.0574,1719125.47,98676.19
2019-11-23,0.05632,0.06336,0.0574,0.06056,1356202.79,82126.85
2019-11-24,0.05204,0.05629,0.06056,0.05274,741119.59,39087.95
2019-11-25,0.05164,0.05521,0.05274,0.052,2004257.86,104213.05
2019-11-26,0.05217,0.05645,0.052,0.05492,1483151.6,81458.84
2019-11-27,0.05482,0.05891,0.05492,0.05836,1354025.51,79018.17
2019-11-28,0.05662,0.06116,0.05836,0.06027,1012865.78,61042.15
2019-11-29,0.05981,0.06374,0.06027,0.06164,549126.6,33845.49
2019-11-30,0.05873,0.06123,0.06164,0.06068,631213.07,38303.36
2019-12-01,0.05841,0.06216,0.06068,0.06098,708332.54,43196.2
2019-12-02,0.05864,0.06436,0.06098,0.05901,674261.14,39789.59
2019-12-03,0.05394,0.06133,0.05394,0.06133,52266.73,2948.08
2019-12-04,0.05932,0.086,0.06133,0.086,11976.96,947.83
2019-12-05,0.078,0.098,0.086,0.08864,22759.11,2061.29
2019-12-06,0.09046,0.1095,0.09463,0.1044,8684138.89,906379.31
2019-12-07,0.091,0.09989,0.09989,0.091,4158.73,387.47
2019-12-08,0.08487,0.09884,0.08665,0.09106,5105512.88,464902.73
2019-12-09,0.08165,0.09178,0.09106,0.08261,3767884.54,311273.2
2019-12-10,0.07007,0.1138,0.1006,0.075,21870.21,1691.57
2019-12-11,0.07212,0.08716,0.07419,0.08383,8104345.59,679348.04
2019-12-12,0.07968,0.09015,0.08383,0.08307,4502769.87,374045.7
2019-12-13,0.08021,0.08743,0.08307,0.08324,2336231.81,194472.08
2019-12-14,0.07393,0.08164,0.08324,0.07619,2620159.39,199641.11
2019-12-15,0.07404,0.08686,0.07619,0.08679,2371515.24,205814.13
2019-12-16,0.07656,0.08762,0.08679,0.07998,5017534.6,401299.93
2019-12-17,0.07196,0.08128,0.07998,0.0762,4292527.2,327076.15
2019-12-18,0.07719,0.08523,0.0762,0.07737,2417849.61,187061.52
2019-12-19,0.07423,0.0796,0.07737,0.07767,1556852.65,120914.58
2019-12-20,0.07609,0.08232,0.07767,0.07717,1734854.88,133885.2
2019-12-21,0.07559,0.08081,0.07717,0.07734,1363150.4,105427.25
2019-12-22,0.07935,0.08656,0.07734,0.08126,2237573.54,181823.61
2019-12-23,0.07258,0.07969,0.08126,0.07732,2385910.05,184481.33
2019-12-24,0.0753,0.08086,0.07732,0.0783,1495425.92,117087.41
2019-12-25,0.07496,0.07964,0.0783,0.07531,721736.89,54354.15
2019-12-26,0.07232,0.0762,0.0762,0.07381,6867.53,505.55
2019-12-27,0.07412,0.07781,0.07571,0.07507,617848.37,46378.85
2019-12-28,0.07518,0.0833,0.07507,0.08079,1668876.81,134820.42
2019-12-29,0.07796,0.08914,0.08079,0.08213,2078568.92,170711.45
2019-12-30,0.07802,0.08505,0.08213,0.08243,1341376.43,110574.34
2019-12-31,0.07929,0.08383,0.08243,0.08047,912657.66,73437.57
2020-01-01,0.0781,0.08165,0.08047,0.08012,781581.23,62622.71
2020-01-02,0.07251,0.07836,0.08012,0.07379,949268.71,70046.38
2020-01-03,0.07648,0.08063,0.07379,0.0782,1021532.22,79884.46
2020-01-04,0.07708,0.08015,0.0782,0.07708,438241.27,33779.0
2020-01-05,0.07608,0.07826,0.07708,0.07694,338449.66,26041.49
2020-01-06,0.07479,0.08269,0.07694,0.0756,1402798.89,106055.41
2020-01-07,0.07023,0.07855,0.0756,0.07301,1698420.57,123997.41
2020-01-08,0.06878,0.0768,0.07301,0.07537,1522187.98,114720.65
2020-01-09,0.071,0.07416,0.07537,0.07174,1172600.9,84117.21
2020-01-10,0.07192,0.07751,0.07174,0.07311,721693.38,52760.44
2020-01-11,0.07067,0.0752,0.07311,0.0723,1185912.15,85742.66
2020-01-12,0.07001,0.07457,0.07457,0.07001,6960.35,496.42
2020-01-13,0.07069,0.07297,0.07284,0.07149,481679.72,34435.64
2020-01-14,0.06872,0.08258,0.07149,0.07268,1706069.87,123996.91
2020-01-15,0.07116,0.07915,0.07268,0.07596,1242417.71,94377.2
2020-01-16,0.07453,0.08515,0.07596,0.08104,2036180.72,165020.33
2020-01-17,0.07375,0.08485,0.08104,0.07985,2045370.96,163314.07
2020-01-18,0.07534,0.08258,0.07985,0.07693,1141675.44,87823.84
2020-01-19,0.07078,0.07591,0.07693,0.07407,937832.0,69466.41
2020-01-20,0.07385,0.07832,0.07407,0.07535,551822.83,41578.02
2020-01-21,0.07597,0.07797,0.07535,0.07647,665865.4,50916.09
2020-01-22,0.0751,0.07794,0.07647,0.07754,683691.02,53010.5
2020-01-23,0.07484,0.1,0.07484,0.09,48073.25,4314.33
2020-01-24,0.08391,0.0933,0.08649,0.08517,4281663.55,364680.14
2020-01-25,0.08262,0.08826,0.08517,0.08809,916562.99,80736.14
2020-01-26,0.08658,0.09558,0.08809,0.08705,861742.04,75011.78
2020-01-27,0.08703,0.09079,0.08705,0.09021,533906.47,48163.41
2020-01-28,0.08809,0.09358,0.09021,0.08899,711689.86,63330.15
2020-01-29,0.08671,0.08983,0.08899,0.08983,755061.91,67826.82
2020-01-30,0.09454,0.1027,0.08983,0.1006,1464696.97,147282.01
2020-01-31,0.09455,0.1002,0.1006,0.09542,1028568.12,98142.48
2020-02-01,0.096,0.1083,0.09542,0.1048,1643770.93,172200.89
2020-02-02,0.09945,0.1151,0.1048,0.1127,1993721.23,224757.33
2020-02-03,0.1064,0.1179,0.1127,0.1162,1611832.99,187319.41
2020-02-04,0.1039,0.1485,0.112,0.1485,40992.85,5321.46
2020-02-05,0.1265,0.1657,0.1468,0.1345,6948293.7,934405.46
2020-02-06,0.1299,0.1451,0.1345,0.1372,2557657.59,350913.59
2020-02-07,0.1271,0.1452,0.1372,0.1307,1876278.86,245258.56
2020-02-08,0.1253,0.1723,0.169,0.1301,32776.16,4629.1
2020-02-09,0.1198,0.1414,0.1279,0.1343,2506301.95,336488.03
2020-02-10,0.1277,0.1413,0.1343,0.1409,2197395.67,309697.84
2020-02-11,0.1366,0.1507,0.1409,0.1395,1321708.77,184401.19
2020-02-12,0.1405,0.1562,0.1395,0.1417,2204019.48,312282.26
2020-02-13,0.1355,0.1441,0.1417,0.1358,1930154.38,262135.8
2020-02-14,0.1407,0.15,0.1358,0.1442,1116601.28,161056.57
2020-02-15,0.1311,0.1442,0.1442,0.1328,1524903.05,202500.71
2020-02-16,0.1173,0.1319,0.1328,0.1229,3054989.43,375354.48
2020-02-17,0.1192,0.1629,0.1229,0.1386,4390991.87,608557.18
2020-02-18,0.1358,0.1563,0.1386,0.1398,5552071.55,776285.45
2020-02-19,0.1273,0.1538,0.1398,0.136,4096596.03,557174.36
2020-02-20,0.1288,0.1386,0.136,0.1321,1799379.73,237646.33
2020-02-21,0.1266,0.1389,0.1321,0.1288,1542926.32,198753.6
2020-02-22,0.1221,0.1272,0.1288,0.1248,786502.27,98140.44
2020-02-23,0.1304,0.1375,0.1248,0.1323,1141893.23,151112.17
2020-02-24,0.1193,0.128,0.1323,0.1228,817564.24,100373.9
2020-02-25,0.1081,0.1191,0.1228,0.1091,1141894.69,124556.27
2020-02-26,0.09323,0.09958,0.1091,0.09679,2217695.81,214641.02
2020-02-27,0.09506,0.1044,0.09679,0.1016,1482562.35,150676.91
2020-02-28,0.09919,0.1075,0.1016,0.1011,1205465.67,121878.5
2020-02-29,0.09495,0.09776,0.1011,0.09643,841446.27,81142.55
2020-03-01,0.09602,0.1043,0.09643,0.1017,845532.31,85977.55
2020-03-02,0.1063,0.114,0.1017,0.1087,945111.7,102744.0
2020-03-03,0.1048,0.1096,0.1087,0.1074,561335.3,60280.24
2020-03-04,0.1045,0.1084,0.1074,0.1061,1216196.78,129031.05
2020-03-05,0.1072,0.1127,0.1061,0.1111,811343.01,90123.65
2020-03-06,0.1121,0.1194,0.1111,0.1135,807371.07,91669.82
2020-03-07,0.1037,0.1112,0.1135,0.1057,843801.93,89164.07
2020-03-08,0.08526,0.08964,0.1057,0.0874,1464736.71,128017.89
2020-03-09,0.08491,0.09236,0.0874,0.08775,1633952.01,143380.71
2020-03-10,0.08494,0.09056,0.08775,0.08857,1180388.2,104551.39
2020-03-11,0.08266,0.08794,0.08857,0.0833,1768948.93,147358.13
2020-03-12,0.0422,0.04734,0.0833,0.04387,2914236.52,127841.98
2020-03-13,0.04579,0.05628,0.04387,0.04994,4488963.94,224164.17
2020-03-14,0.04413,0.05025,0.04994,0.04952,3150661.92,156028.09
2020-03-15,0.04947,0.05441,0.04952,0.05078,2010321.68,102090.53
2020-03-16,0.0433,0.04701,0.05078,0.046,1716270.92,78944.04
2020-03-17,0.04711,0.05193,0.046,0.0513,1593236.65,81732.93
2020-03-18,0.04961,0.05345,0.0513,0.05254,1522970.79,80012.01
2020-03-19,0.06008,0.08598,0.05254,0.07411,15103140.26,1119219.27
2020-03-20,0.0689,0.08291,0.07411,0.07514,5984037.35,449665.82
2020-03-21,0.07277,0.07961,0.07514,0.07671,2418080.64,185496.19
2020-03-22,0.06888,0.07346,0.07671,0.07031,1126395.94,79191.32
2020-03-23,0.07249,0.07891,0.07031,0.07481,1264434.47,94592.92
2020-03-24,0.07556,0.08467,0.07481,0.08284,1397531.22,115777.07
2020-03-25,0.07535,0.08128,0.08284,0.08106,1120307.94,90811.43
2020-03-26,0.08213,0.09645,0.08106,0.09329,3901841.2,364004.95
2020-03-27,0.08183,0.08828,0.09329,0.0829,1078479.07,89410.13
2020-03-28,0.07988,0.08963,0.0829,0.08586,1634783.06,140357.5
2020-03-29,0.08159,0.0898,0.08159,0.083,29053.71,2446.35
2020-03-30,0.08582,0.0979,0.0818,0.09223,2367653.18,218376.47
2020-03-31,0.09177,0.09677,0.09223,0.09301,673100.56,62602.34
2020-04-01,0.08953,0.09502,0.09301,0.09303,1271381.52,118277.88
2020-04-02,0.08909,0.09846,0.09303,0.09201,820193.54,75462.06
2020-04-03,0.08911,0.09299,0.09201,0.09025,607615.6,54834.33
2020-04-04,0.09172,0.09785,0.09025,0.0977,673395.16,65793.49
2020-04-05,0.0925,0.09864,0.0977,0.09363,353068.05,33057.5
2020-04-06,0.09906,0.1147,0.09363,0.09945,1266472.39,125955.48
2020-04-07,0.07666,0.0999,0.0999,0.0951,109334.22,10504.62
2020-04-08,0.09331,0.09897,0.0951,0.09748,136052.6,13106.35
2020-04-09,0.0924,0.0978,0.09748,0.09743,229500.48,22011.3
2020-04-10,0.08259,0.09743,0.09743,0.08774,156657.34,14221.47
2020-04-11,0.08542,0.0919,0.08774,0.08727,155706.0,13769.26
2020-04-12,0.08499,0.0925,0.08727,0.08765,167478.9,14880.05
2020-04-13,0.08251,0.09059,0.08765,0.0896,140997.6,12157.54
2020-04-14,0.08826,0.09276,0.0896,0.09103,135284.7,12243.97
2020-04-15,0.08966,0.09833,0.09103,0.09227,701025.35,66032.6
2020-04-16,0.08725,0.09743,0.09227,0.09621,407150.3,37268.35
2020-04-17,0.09371,0.09758,0.09621,0.094,108501.9,10318.43
2020-04-18,0.09381,0.1054,0.094,0.1044,424863.67,42426.57
2020-04-19,0.0985,0.107,0.1044,0.0993,476932.47,49225.28
2020-04-20,0.09558,0.1095,0.0993,0.09735,669121.3,68632.69
2020-04-21,0.09674,0.114,0.09735,0.1073,956163.8,103915.31
2020-04-22,0.1054,0.1167,0.1073,0.1129,640345.5,71414.67
2020-04-23,0.1112,0.1248,0.1129,0.121,541571.94,63573.15
2020-04-24,0.1203,0.1319,0.121,0.1305,239442.5,30505.41
2020-04-25,0.1272,0.1568,0.1305,0.1489,1722665.27,252915.51
2020-04-26,0.1378,0.2006,0.1489,0.1415,1247289.06,183565.38
2020-04-27,0.1297,0.1522,0.1415,0.1368,1091104.1,150774.68
2020-04-28,0.1301,0.1443,0.1368,0.139,567039.12,78135.37
2020-04-29,0.139,0.1484,0.139,0.1431,665636.09,96114.98
2020-04-30,0.1297,0.1496,0.1431,0.1361,546220.45,76198.72
2020-05-01,0.1127,0.2044,0.1361,0.1417,564544.86,80964.59
2020-05-02,0.1383,0.1493,0.1417,0.1438,573544.14,82005.42
2020-05-03,0.1321,0.1454,0.1438,0.1358,385128.9,53955.94
2020-05-04,0.1228,0.139,0.1358,0.1368,434915.95,57073.7
2020-05-05,0.1344,0.1467,0.1368,0.1457,543864.75,77298.74
2020-05-06,0.1405,0.1566,0.1457,0.1421,742474.66,111029.08
2020-05-07,0.1376,0.1493,0.1421,0.1425,540552.29,77742.01
2020-05-08,0.139,0.1512,0.1425,0.1438,421550.68,60952.57
2020-05-09,0.143,0.1537,0.1438,0.1451,486933.05,73046.44
2020-05-10,0.126,0.1451,0.1451,0.1422,667600.24,92527.91
2020-05-11,0.1323,0.1527,0.1422,0.1487,885659.62,129123.16
2020-05-12,0.1446,0.1674,0.1487,0.163,871417.27,137036.56
2020-05-13,0.1604,0.1756,0.163,0.1616,2290160.92,378054.03
2020-05-14,0.157,0.165,0.1616,0.1623,1451306.56,231829.18
2020-05-15,0.1524,0.1697,0.1623,0.1625,1204499.68,195508.24
2020-05-16,0.1618,0.172,0.1625,0.1618,1056004.34,177180.58
2020-05-17,0.1575,0.1676,0.1618,0.162,1052779.1,170266.48
2020-05-18,0.1544,0.1638,0.162,0.1589,967169.93,153897.05
2020-05-19,0.1559,0.1676,0.1589,0.1657,1347780.62,218394.35
2020-05-20,0.1555,0.1767,0.1657,0.1708,1889702.57,314272.15
2020-05-21,0.1628,0.1855,0.1708,0.1775,3557751.52,631789.21
2020-05-22,0.1653,0.1782,0.1775,0.1719,2201878.34,377411.4
2020-05-23,0.1702,0.1811,0.1719,0.1772,923793.04,162655.93
2020-05-24,0.1652,0.1787,0.1772,0.1652,1220935.92,210612.66
2020-05-25,0.1649,0.1951,0.1652,0.1869,3176347.72,587549.97
2020-05-26,0.1825,0.2097,0.1869,0.1872,2216913.81,430903.14
2020-05-27,0.1795,0.2341,0.1872,0.2143,3919716.75,820947.52
2020-05-28,0.2026,0.2313,0.2143,0.2059,3841200.19,831133.2
2020-05-29,0.1975,0.219,0.2059,0.2021,2391852.34,489953.81
2020-05-30,0.1997,0.2113,0.2021,0.2029,1633642.55,332736.11
2020-05-31,0.1994,0.2156,0.2029,0.2072,2697043.13,552866.7
2020-06-01,0.2042,0.2194,0.2072,0.2082,2135321.29,450603.16
2020-06-02,0.1953,0.2111,0.2082,0.1984,1962074.82,396733.86
2020-06-03,0.1909,0.199,0.1984,0.1984,940551.08,183512.01
2020-06-04,0.1948,0.2052,0.1984,0.1996,1361806.3,271547.6
2020-06-05,0.1935,0.2051,0.1996,0.2011,1509313.91,301640.76
2020-06-06,0.1965,0.2067,0.2011,0.2005,1034731.97,208483.17
2020-06-07,0.1918,0.2016,0.2005,0.1962,800774.87,157379.31
2020-06-08,0.1925,0.2068,0.1962,0.2057,1144006.59,229683.67
2020-06-09,0.2011,0.2117,0.2057,0.2016,937963.8,192531.76
2020-06-10,0.1969,0.211,0.2016,0.2069,2533527.27,516013.22
2020-06-11,0.1848,0.2124,0.2069,0.1858,2564601.03,511525.48
2020-06-12,0.1769,0.2045,0.1858,0.1915,1196883.57,228488.79
2020-06-13,0.1888,0.197,0.1915,0.1904,714599.17,137144.97
2020-06-14,0.1786,0.1911,0.1904,0.181,544299.67,100624.09
2020-06-15,0.1597,0.1811,0.181,0.1788,1547194.18,265163.65
2020-06-16,0.1701,0.1862,0.1788,0.1794,1040454.6,186354.62
2020-06-17,0.1694,0.1802,0.1794,0.1738,1125935.43,196851.03
2020-06-18,0.1718,0.1848,0.1738,0.1774,2559769.71,457828.3
2020-06-19,0.1709,0.1801,0.1774,0.1724,1195367.04,209794.0
2020-06-20,0.1674,0.1738,0.1724,0.1706,952789.25,161884.79
2020-06-21,0.1689,0.1751,0.1706,0.1704,588699.55,101259.85
2020-06-22,0.1697,0.1775,0.1704,0.1775,1902503.5,332119.29
2020-06-23,0.1753,0.19,0.1775,0.1816,2566867.35,468315.37
2020-06-24,0.1701,0.1874,0.1816,0.1751,1715339.73,307403.42
2020-06-25,0.1663,0.1752,0.1751,0.1694,1098525.74,185481.9
2020-06-26,0.1586,0.1732,0.1694,0.1601,1783153.53,294209.1
2020-06-27,0.1468,0.1602,0.1601,0.153,1731305.48,267345.03
2020-06-28,0.1451,0.16,0.153,0.1555,1429615.25,221961.2
2020-06-29,0.1528,0.1755,0.1555,0.1717,1761852.99,288746.34
2020-06-30,0.1675,0.1793,0.1717,0.1675,1588878.65,276418.16
2020-07-01,0.1627,0.173,0.1675,0.1721,1775236.37,299506.75
2020-07-02,0.1611,0.1751,0.1721,0.1671,2299367.22,386939.83
2020-07-03,0.1657,0.1748,0.1671,0.1717,2343374.02,401296.45
2020-07-04,0.1709,0.1852,0.1717,0.1815,4261561.23,768297.15
2020-07-05,0.1685,0.1894,0.1815,0.1731,2323358.39,412312.69
2020-07-06,0.1713,0.1802,0.1731,0.1787,1504179.9,265100.36
2020-07-07,0.1736,0.1791,0.1787,0.1763,2192950.13,384616.21
2020-07-08,0.1752,0.1855,0.1763,0.1848,4030969.25,730028.88
2020-07-09,0.177,0.1946,0.1848,0.1844,2567040.48,478092.57
2020-07-10,0.1695,0.1846,0.1844,0.1764,2576769.7,450557.55
2020-07-11,0.1753,0.1824,0.1764,0.1811,1810229.92,324796.46
2020-07-12,0.173,0.1817,0.1811,0.177,1771263.75,314904.47
2020-07-13,0.1745,0.1916,0.177,0.18,3154430.39,576689.07
2020-07-14,0.1775,0.1992,0.18,0.1859,5065220.41,959833.41
2020-07-15,0.1838,0.192,0.1859,0.1843,1895130.73,355488.44
2020-07-16,0.1703,0.1992,0.1843,0.1916,6088490.07,1134845.03
2020-07-17,0.1915,0.2158,0.1916,0.2005,8927874.97,1838863.06
2020-07-18,0.1968,0.2173,0.2005,0.2076,3643987.22,756240.78
2020-07-19,0.1968,0.2117,0.2076,0.208,1545401.48,314544.8
2020-07-20,0.1927,0.208,0.208,0.1935,1906830.4,376643.94
2020-07-21,0.186,0.1976,0.1935,0.1943,2276224.23,436710.8
2020-07-22,0.1903,0.1982,0.1943,0.1904,1184328.16,228878.56
2020-07-23,0.1848,0.1918,0.1904,0.1858,1736795.08,328094.77
2020-07-24,0.1836,0.1887,0.1858,0.1865,712144.98,132440.69
2020-07-25,0.1856,0.1934,0.1865,0.1876,695222.97,131887.35
2020-07-26,0.1772,0.1897,0.1876,0.1791,1272715.11,233181.95
2020-07-27,0.1619,0.1798,0.1791,0.1698,2017877.79,344924.09
2020-07-28,0.1653,0.1766,0.1698,0.1744,835842.88,143714.14
2020-07-29,0.1744,0.1846,0.1744,0.176,1409486.06,253541.68
2020-07-30,0.1737,0.1799,0.176,0.1784,399307.92,70519.09
2020-07-31,0.1725,0.1828,0.1784,0.1748,820797.45,145056.73
2020-08-01,0.1728,0.1799,0.1748,0.1763,1110971.9,195104.23
2020-08-02,0.1672,0.1809,0.1763,0.1747,1006560.91,176727.36
2020-08-03,0.1743,0.1808,0.1747,0.1785,772293.38,137851.56
2020-08-04,0.1785,0.1906,0.1785,0.1875,962174.21,177762.89
2020-08-05,0.1864,0.1982,0.1875,0.1893,1076334.49,206012.19
2020-08-06,0.1857,0.1952,0.1893,0.1928,619084.04,118160.12
2020-08-07,0.1928,0.2111,0.1928,0.2093,2187715.83,447536.28
2020-08-08,0.2065,0.22,0.2093,0.2119,2561630.84,547186.5
2020-08-09,0.2044,0.2387,0.2119,0.2215,3538079.61,790552.93
2020-08-10,0.2076,0.2261,0.2215,0.2248,1911724.95,416805.1
2020-08-11,0.1958,0.2255,0.2248,0.2031,1695412.08,351902.84
2020-08-12,0.1958,0.2099,0.2031,0.2079,682849.88,139127.04
2020-08-13,0.2001,0.2219,0.2079,0.2108,1668582.33,355343.19
2020-08-14,0.2057,0.218,0.2108,0.2091,1181785.87,250185.39
2020-08-15,0.2039,0.2142,0.2091,0.2058,925433.63,192126.9
2020-08-16,0.2031,0.2146,0.2058,0.2139,676016.59,141334.78
2020-08-17,0.2014,0.2147,0.2139,0.2065,1344173.5,279969.22
2020-08-18,0.1994,0.2133,0.2065,0.2085,1276174.99,263724.73
2020-08-19,0.1933,0.2111,0.2085,0.1972,1249662.4,251861.81
2020-08-20,0.1951,0.21,0.1972,0.2083,887617.33,180333.55
2020-08-21,0.2069,0.2354,0.2083,0.2096,3533639.94,777444.72
2020-08-22,0.197,0.2278,0.2096,0.2263,1656542.1,358150.96
2020-08-23,0.2131,0.2271,0.2263,0.2212,675367.13,147775.8
2020-08-24,0.2158,0.2585,0.2212,0.2458,3479492.01,833697.58
2020-08-25,0.2141,0.2458,0.2458,0.2278,2460499.3,563901.02
2020-08-26,0.2204,0.2361,0.2278,0.2271,1014184.94,230796.88
2020-08-27,0.2015,0.2273,0.2271,0.2111,1167671.92,249925.12
2020-08-28,0.2073,0.2243,0.2111,0.2221,651666.43,141723.76
2020-08-29,0.2108,0.2221,0.2221,0.2133,756045.12,162476.2
2020-08-30,0.212,0.2275,0.2133,0.2185,886128.54,195132.52
2020-08-31,0.2141,0.2235,0.2185,0.2147,483231.91,105609.29
2020-09-01,0.2075,0.2162,0.2147,0.2105,904674.07,191710.45
2020-09-02,0.1991,0.2106,0.2105,0.2021,788558.7,161074.58
2020-09-03,0.1625,0.2084,0.2021,0.1709,1888359.43,358012.8
2020-09-04,0.1593,0.1848,0.1709,0.1703,589662.11,99432.09
2020-09-05,0.1427,0.1759,0.1703,0.1539,723707.29,111211.95
2020-09-06,0.1437,0.1618,0.1539,0.1595,671424.02,102556.62
2020-09-07,0.1383,0.1612,0.1595,0.15,1197464.06,179362.17
2020-09-08,0.1424,0.1566,0.15,0.1535,513916.4,76860.76
2020-09-09,0.1509,0.1719,0.1535,0.1641,931464.91,152458.48
2020-09-10,0.1639,0.1783,0.1641,0.1764,700975.39,120291.34
2020-09-11,0.1665,0.1772,0.1764,0.172,291514.99,50383.37
2020-09-12,0.1667,0.1728,0.172,0.1724,268750.91,45664.93
2020-09-13,0.1575,0.1734,0.1724,0.1619,262421.83,43098.36
2020-09-14,0.159,0.1675,0.1619,0.1672,239311.08,39113.12
2020-09-15,0.1577,0.174,0.1672,0.1581,668963.04,111203.78
2020-09-16,0.1526,0.159,0.1581,0.1558,325615.19,50775.86
2020-09-17,0.1551,0.1633,0.1558,0.1614,317497.16,50255.36
2020-09-18,0.1583,0.1708,0.1614,0.1654,755509.93,123806.28
2020-09-19,0.1629,0.1724,0.1654,0.1691,371974.36,62234.2
2020-09-20,0.1564,0.1691,0.1691,0.1603,537756.23,87435.09
2020-09-21,0.1412,0.166,0.1603,0.145,620692.27,91714.08
2020-09-22,0.1405,0.1572,0.145,0.1548,665965.52,99247.7
2020-09-23,0.1427,0.1631,0.1548,0.1434,843198.72,130551.15
2020-09-24,0.1417,0.1568,0.1434,0.1552,532884.05,79958.08
2020-09-25,0.1471,0.159,0.1552,0.1537,709527.77,109124.99
2020-09-26,0.1537,0.1638,0.1537,0.1615,345967.82,54667.66
2020-09-27,0.1565,0.1808,0.1615,0.1698,2196490.09,375075.42
2020-09-28,0.1645,0.1774,0.1698,0.1678,1388157.62,237010.24
2020-09-29,0.1566,0.182,0.1678,0.1607,2284427.12,379954.51
2020-09-30,0.1564,0.164,0.1607,0.1606,1040203.0,166350.26
2020-10-01,0.1503,0.1654,0.1606,0.1537,820267.88,130333.49
2020-10-02,0.1438,0.1547,0.1537,0.1507,951258.24,141486.21
2020-10-03,0.1484,0.1541,0.1507,0.1495,289053.25,43716.01
2020-10-04,0.1463,0.1545,0.1495,0.1527,398855.79,60000.32
2020-10-05,0.1483,0.1559,0.1527,0.1549,698351.67,106315.57
2020-10-06,0.1427,0.1557,0.1549,0.1434,849930.73,125760.71
2020-10-07,0.139,0.1489,0.1434,0.1488,636516.76,90884.41
2020-10-08,0.1413,0.1522,0.1488,0.1508,1182087.12,175785.2
2020-10-09,0.1476,0.1565,0.1508,0.1543,576800.82,87934.06
2020-10-10,0.1542,0.1636,0.1543,0.16,483760.21,76933.97
2020-10-11,0.1565,0.1663,0.16,0.1587,578118.23,93255.89
2020-10-12,0.1578,0.1719,0.1587,0.1663,1505840.92,251948.29
2020-10-13,0.1575,0.1666,0.1663,0.1617,675792.24,110368.47
2020-10-14,0.1501,0.1626,0.1617,0.1539,503757.96,78494.17
2020-10-15,0.1496,0.1559,0.1539,0.1528,516105.15,79098.66
2020-10-16,0.144,0.1533,0.1528,0.1457,593655.65,87746.27
2020-10-17,0.1446,0.1512,0.1457,0.1485,217197.86,32133.44
2020-10-18,0.1471,0.1509,0.1485,0.1509,180768.87,26990.68
2020-10-19,0.1469,0.1511,0.1509,0.1491,252721.87,37653.48
2020-10-20,0.1373,0.1491,0.1491,0.1402,383163.13,54571.63
2020-10-21,0.1401,0.149,0.1402,0.1438,370530.93,53711.41
2020-10-22,0.1438,0.1543,0.1438,0.1512,535902.51,79780.82
2020-10-23,0.1453,0.1532,0.1512,0.1473,324166.14,48265.14
2020-10-24,0.1447,0.1502,0.1473,0.1466,178819.58,26438.16
2020-10-25,0.1422,0.1484,0.1466,0.144,279551.93,40469.3
2020-10-26,0.1326,0.1455,0.144,0.1383,402449.03,55931.91
2020-10-27,0.1358,0.1418,0.1383,0.139,230805.15,31994.35
2020-10-28,0.131,0.1409,0.139,0.1345,182436.23,24739.45
2020-10-29,0.1304,0.1375,0.1345,0.1323,384137.48,51161.2
2020-10-30,0.1252,0.1333,0.1323,0.1267,504834.85,64718.45
2020-10-31,0.1262,0.1311,0.1267,0.1272,233782.7,30009.61
2020-11-01,0.124,0.1287,0.1272,0.1263,303129.81,38182.35
2020-11-02,0.121,0.1294,0.1263,0.1217,316218.53,39271.08
2020-11-03,0.1153,0.1217,0.1217,0.1188,279473.46,33040.42
2020-11-04,0.1115,0.1197,0.1188,0.1179,180396.46,20991.79
2020-11-05,0.1179,0.1258,0.1179,0.1236,181004.27,22091.22
2020-11-06,0.1232,0.1385,0.1236,0.1375,251316.67,33331.15
2020-11-07,0.1239,0.1439,0.1375,0.1278,252244.21,33958.74
2020-11-08,0.1258,0.1393,0.1278,0.1367,139334.27,18573.92
2020-11-09,0.1286,0.1375,0.1367,0.1336,116905.08,15471.11
2020-11-10,0.1324,0.142,0.1336,0.1394,223736.84,31046.6
2020-11-11,0.1369,0.1448,0.1394,0.1385,367619.24,51684.83
2020-11-12,0.1319,0.1417,0.1385,0.1346,379936.36,52072.48
2020-11-13,0.1331,0.1445,0.1346,0.1432,367914.83,51303.19
2020-11-14,0.1357,0.1435,0.1432,0.1414,351283.22,49466.99
2020-11-15,0.1385,0.1505,0.1414,0.144,601352.09,87255.18
2020-11-16,0.1408,0.1497,0.144,0.1455,477811.78,69910.55
2020-11-17,0.1432,0.1471,0.1455,0.1459,567141.92,82486.54
2020-11-18,0.1336,0.1464,0.1459,0.1386,567587.08,78446.5
2020-11-19,0.1336,0.1404,0.1386,0.1366,358871.52,49455.43
2020-11-20,0.1348,0.1408,0.1366,0.1398,453260.06,62626.04
2020-11-21,0.1371,0.1509,0.1398,0.1506,771775.57,111414.54
2020-11-22,0.1379,0.1536,0.1506,0.1453,660274.45,95648.99
2020-11-23,0.1407,0.1576,0.1453,0.1548,835264.36,126386.95
2020-11-24,0.1473,0.1635,0.1548,0.1592,1584864.75,249142.76
